coverage,success,makespan,return,defect_rate,rework,waiting,bits,file
100.0,100.0,27.8,284.1,0.152,3.79,6.1,0.0,E2_IQL_Shield_ep16000_s0.log
100.0,100.0,26.3,285.0,0.145,3.63,7.7,0.0,E2_IQL_Shield_ep16000_s1.log
